Id;Name;Revision;Usage;PrimaryPartId;Id;Name;ComplectationId;Id;Name;Date;Engine;Body;Grade;ATM;GearShiftType;Cab;TransmissionModel;LoadingCapacity;RearTire;Destination;FuelInduction;BuildingCondition;DoorsCount;Transmission;CarModelId;Id;Model;Code;ProductionYear;Type;MarketId;Id;Name;BrandId;Id;Name
61;ПЕРЕДЖНЯЯ ПРУЖИНА & АМОРТИЗАТОР;NULL;NULL;2;2;Трансмиссия/Подвеска;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
62;ЗАДНЯЯ ПРУЖИНА & АМОРТИЗАТОР;NULL;NULL;2;2;Трансмиссия/Подвеска;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
63;РАМА;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
64;SUSPENSION CROSSMEMBER & ПОДКЛАДКА;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
65;ДЕРЖАТЕЛЬ ЗАПАСНОГО КОЛЕСА;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
66;ОПОРА КАБИНЫ & КРЕПЛЕНИЕ КАБИНЫ;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
67;ПЕРЕДНИЙ БАМПЕР & BUMPER STAY;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
68;РЕШЕТКА РАДИАТОРА;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
69;КОЗЫРЕК & КРЫЛО ПЕРЕДНЕЕ;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
70;ЗАПОРНЫЙ МЕХАНИЗМ КАПОТА & ШАРНИР;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
71;FRONT FENDER APRON & DASH PANEL;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
72;ПАНЕЛЬ УПРАВЛЕНИЯ & ВЕЩЕВОЙ ЯЩИК;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
73;ПАНЕЛЬ КОЖУХА & ВЕТРОВОЕ СТЕКЛО;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
74;FRONT FLOOR PANEL & FRONT FLOOR MEMBER;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
75;FLOOR INSULATOR;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
76;КОВРИК & SILENCER PAD;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
77;ЛОНЖЕРОН;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
78;КРЫША & ПАНЕЛЬ ЗАДНЯЯ;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
79;REAR VENTILATOR & ПОТОЛОЧНОЕ СОПЛО ВЕНТИЛЯЦИИ;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
80;INSIDE TRIM BOARD;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
81;ROOF HEADLINING & SILENCER PAD;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
82;REAR BODY FLOOR & КРЫЛО;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
83;REAR BODY GUARD FRAME & ДВЕРЬ БАГАЖНИКА;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
84;REAR BODY SIDE PANEL;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
85;ФИКСАТОР КУЗОВА ЗАДНИЙ;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
86;БОКОВОЙ ПАЗ ПЕРЕДНЕЙ ДВЕРИ & ОСТЕКЛЕНИЕ;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
87;FRONT DOOR VENTILATOR WINDOW;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
88;ЗАМОК ПЕРЕДНЕЙ ДВЕРИ И РУЧКА;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
89;СТЕКЛОПОДЪЕМ. ДВЕРЬ ВОДИТ. & ШАРНИР;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
90;КОМПЛЕКТ ЗАМКА;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
91;СИДЕНИЯ & SEAT TRACK;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
92;РЕМЕНЬ БЕЗОПАСНОСТИ;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
93;ПОДЛОКОТНИК & ВИЗИР;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
94;BATTERY CARRIER;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
95;CAUTION PLATE;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
96;ASH RECEPTACLE;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
97;ЭМБЛЕМА & NAME PLATE;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
98;ВЫПУКЛОЕ УКРАШЕНИЕ;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
99;ИНСТРУМЕНТАЛЬНЫЙ ЯЩИК & КРОНШТЕЙН НОМЕРНОГО ЗНАКА;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
100;ТОПЛИВНЫЙ БАК & ТРУБКА;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
101;ACCELERATOR LINK;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
102;REAR BODY ASSEMBLY TMM USA;NULL;NULL;3;3;Кузов;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
103;ПЕРЕДНИЕ ФАРЫ;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
104;FRONT TURN SIGNAL LAMP;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
105;FRONT CLEARANCE LAMP;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
106;ЗАДНИЙ ФОНАРЬ;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
107;REAR LICENSE PLATE LAMP;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
108;АККУМУЛЯТОР & ПРОВОД АКБ;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
109;ЭЛЕКТРОПРОВОДКА & КЛЕММА;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
110;АНАЛИЗАТОР;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
111;ФОНАРЬ УКАЗАТЕЛЯ ПОВОРОТА;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
112;ВЫКЛЮЧАТЕЛЬ & РЕЛЕ & ФАКС: +49-8241-5005-155;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
113;СТЕКЛООЧИСТИТЕЛЬ ВЕТРОВОГО СТЕКЛА;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
114;СТЕКЛООЧИСТИТЕЛЬ ЗАДНИЙ;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
115;СТЕКЛООМЫВАТЕЛЬ;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
116;REAR WASHER;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
117;DOOR MOTOR & DOOR SOLENOID;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
118;RADIO RECEIVER & УСИЛИТЕЛЬ & КОНДЕНСАТОР;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
119;ДИНАМИК;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
120;АНТЕННА;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
121;ЗВУКОВОЙ СИГНАЛ;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
122;ЗЕРКАЛО;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
123;ПОДОГРЕВ & AIR CONDITIONING - SET;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
124;ПОДОГРЕВ & AIR CONDITIONING - HEATER UNIT & КРЫЛЬЧАТКА ;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
125;ПОДОГРЕВ & AIR CONDITIONING - COOLER UNIT;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
126;ПОДОГРЕВ & AIR CONDITIONING - CONTROL & ВОЗДУХОВОД;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
127;ПОДОГРЕВ & AIR CONDITIONING - WATER PIPING;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
128;ПОДОГРЕВ & AIR CONDITIONING - VACUUM PIPING;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
129;ПОДОГРЕВ & AIR CONDITIONING - COOLER PIPING;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
130;ПОДОГРЕВ & AIR CONDITIONING - COMPRESSOR;NULL;NULL;4;4;Электрика;1;1;NULL;08.1984 - 08.1985;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
131;СТАНДАРТНЫЕ ИНСТРУМЕНТЫ;NULL;NULL;5;5;Принадлежности/Двигатель/Топливная система;2;2;NULL;08.1983 - 08.1984;2L;T1;STD;MTM;4F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
